state,fips,district,Income (In 2011 Inflation-Adjusted Dollars):Median Household Income,Income (In 2011 Inflation-Adjusted Dollars):Median Household IncomeMOE,Housing Occupancy:Occupied Housing Units,Housing Occupancy:Occupied Housing UnitsMOE,Housing Occupancy:Total Housing Units,Housing Occupancy:Total Housing UnitsMOE,Housing Occupancy:Vacant Housing Units,Housing Occupancy:Vacant Housing UnitsMOE,Age:10 to 14 years,Age:10 to 14 yearsMOE,Age:15 to 19 years,Age:15 to 19 yearsMOE,Age:20 to 24 years,Age:20 to 24 yearsMOE,Age:25 to 34 years,Age:25 to 34 yearsMOE,Age:35 to 44 years,Age:35 to 44 yearsMOE,Age:45 to 54 years,Age:45 to 54 yearsMOE,Age:5 to 9 years,Age:5 to 9 yearsMOE,Age:55 to 59 years,Age:55 to 59 yearsMOE,Age:60 to 64 years,Age:60 to 64 yearsMOE,Age:65 years and over,Age:65 years and overMOE,Age:Total Population,Age:Total PopulationMOE,Age:Under 5 years,Age:Under 5 yearsMOE,Veteran Status:Civilian Population 18 Years and Over,Veteran Status:Civilian Population 18 Years and OverMOE,Veteran Status:Civilian Veterans,Veteran Status:Civilian VeteransMOE,Sex:Female,Sex:FemaleMOE,Sex:Male,Sex:MaleMOE,Sex:Total Population,Sex:Total PopulationMOE,Educational Attainment:9th to 12th Grade No Diploma,Educational Attainment:9th to 12th Grade No DiplomaMOE,Educational Attainment:Associate's Degree,Educational Attainment:Associate's DegreeMOE,Educational Attainment:Bachelor's Degree,Educational Attainment:Bachelor's DegreeMOE,Educational Attainment:Graduate or Professional Degree,Educational Attainment:Graduate or Professional DegreeMOE,Educational Attainment:High School Graduate (Includes Equivalency),Educational Attainment:High School Graduate (Includes Equivalency)MOE,Educational Attainment:Less than 9th Grade,Educational Attainment:Less than 9th GradeMOE,Educational Attainment:Percent Bachelor's Degree or Higher,Educational Attainment:Percent Bachelor's Degree or HigherMOE,Educational Attainment:Percent High School Graduate or Higher,Educational Attainment:Percent High School Graduate or HigherMOE,Educational Attainment:Population 25 Years and Over,Educational Attainment:Population 25 Years and OverMOE,Educational Attainment:Some College No Degree,Educational Attainment:Some College No DegreeMOE,Race:American Indian and Alaska Native,Race:American Indian and Alaska NativeMOE,Race:Asian,Race:AsianMOE,Race:Black or African American,Race:Black or African AmericanMOE,Race:Native Hawaiian and Other Pacific Islander,Race:Native Hawaiian and Other Pacific IslanderMOE,Race:One Race,Race:One RaceMOE,Race:Some Other Race,Race:Some Other RaceMOE,Race:Total Population,Race:Total PopulationMOE,Race:Two or More Races,Race:Two or More RacesMOE,Race:White,Race:WhiteMOE,Hispanic or Latino Origin:Hispanic or Latino (of any race),Hispanic or Latino Origin:Hispanic or Latino (of any race)MOE,Hispanic or Latino Origin:Not Hispanic or Latino,Hispanic or Latino Origin:Not Hispanic or LatinoMOE,Hispanic or Latino Origin:Total Population,Hispanic or Latino Origin:Total PopulationMOE,Housing Tenure:Occupied Housing Units,Housing Tenure:Occupied Housing UnitsMOE,Housing Tenure:Owner-Occupied Housing Units,Housing Tenure:Owner-Occupied Housing UnitsMOE,Housing Tenure:Renter-Occupied Housing Units,Housing Tenure:Renter-Occupied Housing UnitsMOE,Population:Total Population,Population:Total PopulationMOE
Nevada,32,04,50134,1818,231062,6159,277497,6356,46435,4893,47182,4882,47135,4668,44776,4652,95011,6815,97717,6796,87262,5796,54007,5276,38927,3480,35191,3150,79635,5075,680935,17613,54092,5083,489709,11422,63290,4827,332826,10730,348109,10723,680935,17613,46237,4870,34347,4867,49958,5735,25142,3244,140223,7994,29015,4230,17.3,1.5,82.7,1.4,433743,9493,108821,6823,8479,1970,29779,5027,95620,9175,3622,1832,647853,17934,63585,10807,680935,17613,33082,5860,446768,17612,202406,14137,478529,14205,680935,17613,231062,6159,138397,5117,92665,6327,680935,17613
New Hampshire,33,01,63587,2100,261331,4285,313424,2697,52093,3545,39428,2323,45239,1708,44114,1973,78908,3016,87330,2771,111021,2978,36923,2927,46257,2735,44533,2452,91421,2498,660761,6468,35587,1791,521701,5084,55264,3183,333519,3971,327242,4619,660761,6468,23327,2455,45510,3738,96747,4780,54770,3716,137139,4772,13187,2103,33,1.1,92.1,0.7,459470,4793,88790,4559,1305,646,13195,2384,7853,1880,27,47,651203,6558,5423,2516,660761,6468,9558,1847,623400,7282,20646,2767,640115,6940,660761,6468,261331,4285,182457,4691,78874,4079,660761,6468
New Hampshire,33,02,61832,1527,255123,3467,304278,2726,49155,2900,42779,3454,45803,1738,41579,2349,67284,2828,86960,2792,112180,2851,40516,2559,50816,2362,44328,2517,93169,2290,657433,6468,32019,1585,515611,4817,60033,2752,333615,4151,323818,4275,657433,6468,29625,3399,41220,2882,95001,4449,58795,3576,130587,5811,12844,1560,33.8,1.3,90.7,0.9,454737,4468,86665,4392,849,411,15807,2480,6802,1697,90,116,644349,6859,3333,1709,657433,6468,13084,2074,617468,6332,17851,2708,639582,7058,657433,6468,255123,3467,186613,4246,68510,3092,657433,6468
New Jersey,34,01,61225,1789,265762,3040,291163,2226,25401,2894,49372,2256,50984,1648,49410,1641,95126,2735,95954,2021,110729,2307,45398,2437,48917,2495,41251,2574,96695,1279,727496,5161,43660,1509,556839,3589,46361,2962,375403,3184,352093,3541,727496,5161,37713,3040,38385,3195,88759,4670,47981,3389,158915,4693,20661,2442,28,1.2,88.1,0.7,488672,3792,96258,4896,1474,480,36476,1729,116162,3936,386,380,705341,6628,43080,4000,727496,5161,22155,4108,507763,7168,84089,1876,643407,4823,727496,5161,265762,3040,186572,3937,79190,3856,727496,5161
New Jersey,34,02,55032,1439,267845,4779,384303,3501,116458,4424,49922,2773,47836,1994,45211,2225,88018,2894,92598,2279,114202,2336,43887,2745,47603,2803,51077,2570,111234,2199,736397,6331,44809,1775,567400,4368,49747,2736,374594,3632,361803,4533,736397,6331,47066,4055,35254,3324,79819,5118,39155,3577,172318,5912,29230,3555,23.6,1.1,84.9,0.9,504732,4649,101890,5185,5677,2463,26395,1142,101530,5098,102,123,718239,7064,38132,5390,736397,6331,18158,3442,546403,7984,110310,2770,626087,5875,736397,6331,267845,4779,192898,4923,74947,4069,736397,6331
New Jersey,34,03,68300,2704,278890,3547,315074,3249,36184,3087,45129,2776,45886,2089,42103,1831,79657,2958,96458,2512,119434,2568,42909,2999,49921,2256,47580,2504,125463,2958,732131,4630,37591,1863,573447,3709,66345,3533,377000,3121,355131,3656,732131,4630,31597,2770,38510,3279,103338,4247,52903,3444,176507,4574,15664,2508,30.1,1,90.9,0.8,518513,3410,99994,4955,756,401,25057,2088,78386,2587,254,215,713815,5797,13283,3011,732131,4630,18316,2540,596079,6162,55148,3817,676983,5703,732131,4630,278890,3547,224339,4186,54551,3531,732131,4630
New Jersey,34,04,71084,2587,265071,4558,293503,4058,28432,3197,56953,4305,47978,2630,38658,2347,74716,3618,91585,3600,114471,3836,51488,4043,46190,3142,43319,3834,121777,4258,736007,7832,48872,2829,546066,6852,46885,3045,381542,4895,354465,5815,736007,7832,28798,2917,32455,2926,117967,5796,61297,4082,141197,6174,17870,3139,36.4,1.4,90.5,0.9,492058,6566,92474,5101,1135,594,29120,4324,49923,4840,3,8,720671,8337,14527,3801,736007,7832,15336,3654,625963,10446,68653,6013,667354,9129,736007,7832,265071,4558,203966,4315,61105,3516,736007,7832
New Jersey,34,05,86213,2483,256626,4013,273356,3781,16730,2289,53410,4062,48803,3030,37998,2661,71956,3888,102061,3627,124051,4178,49900,3073,53229,2403,44573,2407,107298,3611,731055,11235,37776,2481,557755,7658,36591,2133,376681,6637,354374,6376,731055,11235,18599,2312,31342,2986,139643,5122,83508,4412,127531,6401,20027,2969,44.3,1.3,92.3,0.7,503168,6590,82518,4995,406,492,61931,5637,34439,4204,0,198,718895,11128,34728,5104,731055,11235,12160,2200,587391,10776,92228,5847,638827,11336,731055,11235,256626,4013,197480,4404,59146,3727,731055,11235
New Jersey,34,06,70878,2540,251459,4208,271583,3893,20124,2391,44298,3151,52398,2399,56587,2831,107326,3480,99386,3986,108557,3853,43526,3345,50358,2851,39404,3045,87610,3422,738756,9548,49306,2289,573239,7907,29449,2602,375535,6242,363221,5922,738756,9548,28460,2686,30043,2502,109083,5231,65381,3704,151042,7042,27954,3150,35.4,1.3,88.5,0.8,492641,6592,80678,4399,2257,1580,127692,5555,70247,4545,674,755,718015,9571,20966,4177,738756,9548,20741,3144,496179,11045,153383,5549,585373,9689,738756,9548,251459,4208,159248,3975,92211,3646,738756,9548
New Jersey,34,07,95189,3188,268361,3880,284167,3740,15806,2222,54429,3158,53904,2292,34883,2555,71069,3969,106872,2974,138477,3735,52521,3466,52096,2638,46353,2313,97768,3344,747216,9084,38844,2393,564570,6956,36376,3012,379854,5599,367362,6131,747216,9084,18889,2351,30006,2465,142933,4988,101576,5479,122914,5424,15288,2639,47.7,1.2,93.3,0.6,512635,6268,81029,4221,932,765,63173,4944,33453,4468,0,198,736609,9376,33292,6100,747216,9084,10607,2221,605759,8905,87195,6214,660021,8650,747216,9084,268361,3880,212771,3852,55590,3215,747216,9084
New Jersey,34,08,51416,1441,266426,4512,300195,4868,33769,3147,39381,2665,39055,2150,58004,2355,156840,5390,114955,3953,94282,3383,46922,3325,39389,2723,30836,2768,68435,3140,746415,10410,58316,2812,578251,8773,14929,1520,369558,6654,376857,6129,746415,10410,41003,3417,19283,2433,94669,4905,53353,3675,147953,5904,72350,4582,29.3,1.1,77.5,1.1,504737,8252,76126,4451,1398,806,58194,4261,72960,7170,1086,1127,721388,11409,166594,10770,746415,10410,25027,4025,421156,12166,406245,8210,340170,9619,746415,10410,266426,4512,78886,3311,187540,5089,746415,10410
New Jersey,34,09,55907,2822,262583,4898,286725,4461,24142,2954,44910,3035,49947,3094,46609,2383,107078,4644,107093,4216,108704,3500,47431,3182,47395,3524,38219,3161,95432,4271,742508,11537,49690,2701,571229,8387,21884,2162,380800,7189,361708,7020,742508,11537,38313,3678,27740,2780,100515,4914,54299,4437,161660,6634,42795,3852,30.7,1.2,83.9,1,503921,7935,78599,5862,2470,1428,95698,6671,83419,5107,741,592,714903,11730,64872,8697,742508,11537,27605,5139,467703,12797,249263,9191,493245,11559,742508,11537,262583,4898,124933,5026,137650,4916,742508,11537
New Jersey,34,10,45270,2028,260395,4349,299466,4927,39071,3156,47465,3153,56336,2646,51378,2470,105196,5176,104245,3264,105843,3703,45572,3329,43446,2632,36735,2599,82537,3129,726382,10237,47629,3209,553653,8263,24834,2540,383014,6601,343368,6069,726382,10237,41832,3108,27413,2871,78209,4403,42116,2872,155888,5640,35110,3120,25.2,1,83.9,0.8,478002,7417,97434,5466,2685,835,49870,4665,387558,8238,0,198,707880,10175,51288,6921,726382,10237,18502,3102,216479,10635,119864,7811,606518,9683,726382,10237,260395,4349,102614,3696,157781,4528,726382,10237
New Jersey,34,11,93655,2916,265676,3740,280826,3776,15150,2366,49836,2881,48124,2900,38189,2227,72388,3630,98277,4104,122814,4107,41792,3184,52574,2830,48712,3158,116138,3505,724761,11081,35917,2590,566834,7663,37502,2582,376324,6696,348437,6565,724761,11081,16456,1906,26870,2826,153377,5328,103057,5539,126690,6477,14012,2623,50.2,1.3,94,0.6,510903,7006,70441,4038,342,343,66874,4385,26111,3169,119,200,710664,11176,8632,2874,724761,11081,14097,2771,608586,11631,63530,7800,661231,10199,724761,11081,265676,3740,204002,4266,61674,3713,724761,11081
New Jersey,34,12,75649,2260,258535,4459,282359,4507,23824,2811,47982,3267,50202,2740,47318,3576,92717,4182,107522,4359,110336,4085,48764,3587,48648,3383,39017,2951,96391,3990,732031,7676,43134,2892,562431,8608,33984,2478,372308,5654,359723,5585,732031,7676,29634,2855,30987,2711,113913,5825,92052,5199,124602,5979,23311,2651,41.6,1.4,89.3,0.8,494631,7422,80132,5245,1571,904,107140,7662,128717,5843,0,198,717919,8398,55409,6417,732031,7676,14112,2400,425082,10091,110782,6179,621249,9463,732031,7676,258535,4459,172771,3991,85764,3967,732031,7676
New Mexico,35,01,43618,2008,274963,3553,298183,2189,23220,3556,47809,3333,47182,1670,50633,1679,100642,2141,86396,2169,98560,3217,44012,3511,47940,2439,39909,2367,89943,1472,698441,6230,45415,1588,531239,5353,62101,3194,354608,4142,343833,3519,698441,6230,35920,3288,36247,3363,78234,4884,65963,4187,114940,6060,22530,3179,31.1,1.3,87.4,1,463390,4420,109556,5900,30986,3021,12202,1729,19335,2164,729,521,671593,7560,131996,10965,698441,6230,26848,4300,476345,11573,336031,4965,362410,4738,698441,6230,274963,3553,174228,3835,100735,4351,698441,6230
New Mexico,35,02,37252,1068,247754,4181,301699,2059,53945,4046,51093,3178,51553,2438,51999,2389,90330,3215,76658,2551,91506,2606,49201,2961,45430,2406,42702,2224,101726,1890,702936,5247,50738,1486,519505,4480,59276,3502,349660,4018,353276,3848,702936,5247,50168,3135,29524,3076,53419,4709,34937,3433,126701,5679,46120,3616,19.7,1.1,78.5,1,448352,4876,107483,5368,42432,3720,4709,639,11508,1453,211,249,688924,5705,62614,6648,702936,5247,14012,2728,567450,7815,365960,4304,336976,4601,702936,5247,247754,4181,175092,4527,72662,3657,702936,5247
New Mexico,35,03,44467,1399,244568,4435,308286,2436,63718,3724,50463,2988,46400,2434,46161,2406,83432,3562,82237,2526,94785,3233,47132,3177,48825,2637,41777,2696,91388,1965,680847,7452,48247,1985,504386,6133,55664,3808,341398,4774,339449,4898,680847,7452,43294,3259,35409,2748,63874,4050,49568,3603,117987,5163,29693,2373,25.6,1,83.5,0.9,442444,5552,102619,4938,117407,4486,8726,1304,13522,3408,231,172,657492,7152,68611,7208,680847,7452,23355,3514,448995,9210,271060,5364,409787,6197,680847,7452,244568,4435,173684,3949,70884,3805,680847,7452
New York,36,01,83144,3030,249021,3766,307430,4057,58409,3583,46094,2799,50215,2775,43017,3032,79595,4056,101591,3729,113347,4255,45293,3305,48607,3291,43202,3275,107256,3962,720071,4184,41854,2813,555563,5389,45450,2753,362786,5039,357285,5002,720071,4184,23508,2328,46745,3726,88570,4804,77371,4582,156360,5703,14410,2518,33.6,1.2,92.3,0.7,493598,5352,86634,4602,1879,835,25433,3720,33379,4406,258,346,706324,5800,13716,4202,720071,4184,13747,4341,631659,7849,92015,8824,628056,9387,720071,4184,249021,3766,197133,4062,51888,3907,720071,4184
New York,36,02,82197,2050,233115,4567,245952,4584,12837,1719,51005,3917,48396,3092,46765,3199,90008,5161,96738,3754,122453,4635,47517,3483,50818,3144,37832,3174,93703,3985,724053,7863,38818,2630,556179,7326,37629,2677,372797,5919,351256,6303,724053,7863,34232,2774,45972,3424,80355,4182,51013,3417,161691,6163,28548,3721,26.7,1.2,87.2,1,491552,6922,89741,5354,1271,1030,22210,3754,72472,6356,112,186,706793,8380,68442,10383,724053,7863,17260,3887,542286,13129,163837,10917,560216,12554,724053,7863,233115,4567,184133,4796,48982,3588,724053,7863
New York,36,03,95699,3319,249016,4974,261687,5159,12671,2040,50546,3815,52135,3576,41220,3711,63674,5260,90089,5006,122655,5491,42840,3364,50952,3860,45613,3049,125286,4717,724164,12514,39154,3708,557990,10993,37548,2454,371571,7983,352593,7283,724164,12514,17830,2161,34299,2789,133730,6509,119283,6335,103248,5482,18260,2404,50.8,1.3,92.8,0.7,498269,9810,71619,4444,966,592,94220,8256,22322,4666,109,115,711977,12857,28206,5428,724164,12514,12187,3082,566154,10968,66847,7380,657317,13833,724164,12514,249016,4974,199957,5095,49059,3633,724164,12514
New York,36,04,87860,4051,233071,3716,248700,3801,15629,2348,47342,3199,50169,2413,45487,2538,81989,4036,94608,3623,115296,4366,45592,3180,47571,3420,44091,3391,102778,3418,716038,10055,41115,2754,550621,9251,31136,2399,369944,5584,346094,6152,716038,10055,29329,3402,39586,3303,105453,5235,81360,3602,121497,6542,24602,3162,38.4,1.1,88.9,0.9,486333,8513,84506,4257,2084,1507,42618,5006,104329,5627,0,192,695869,10102,53707,7175,716038,10055,20169,4336,493131,8910,126639,7872,589399,9252,716038,10055,233071,3716,178332,3994,54739,3206,716038,10055
New York,36,05,57485,1964,217116,5406,237411,4856,20295,3000,46646,3070,54197,2573,55623,3605,104629,5067,97724,4318,107382,4472,44861,4068,51202,3462,39521,2811,90273,3346,740327,17417,48269,3154,567020,13558,21738,2188,393722,10184,346605,9426,740327,17417,55322,4193,36822,3040,76604,4550,38778,3201,153933,7114,41252,3818,23.5,1.1,80.3,1.1,490731,11162,88020,5077,2416,1043,96544,8450,377446,10332,746,603,708886,16314,100275,11163,740327,17417,31441,4410,131459,9871,149413,13972,590914,13172,740327,17417,217116,5406,123814,3995,93302,4788,740327,17417
New York,36,06,55043,2281,263960,5346,285176,5134,21216,2699,35321,3188,34458,3128,41215,3454,110689,5209,101769,4987,106239,5189,37648,3010,48522,3297,43635,3040,109329,3878,707630,18343,38805,3107,574249,13765,16015,1726,368850,9890,338780,10327,707630,18343,37999,4221,35519,3643,120472,6911,79092,5077,129835,6560,44122,4380,38.4,1.4,84.2,1,520183,11826,73144,5324,2683,1500,257627,11754,26856,4518,353,398,685786,18568,48957,8325,707630,18343,21844,4827,349310,13469,123796,10962,583834,15549,707630,18343,263960,5346,118879,4135,145081,4966,707630,18343
New York,36,07,40554,1464,242142,6467,269671,6267,27529,3068,43919,4094,47615,3358,61113,3973,140486,6675,107010,5950,87647,5989,45698,3302,36237,3409,31557,3071,65420,3883,724899,21187,58197,3531,547788,15759,11157,1577,368131,12869,356768,10557,724899,21187,58925,3569,23479,3156,81008,5713,45529,3331,112454,6798,92220,6335,27,1.1,67.7,1.3,468357,13113,54742,3747,4807,1596,128123,8431,73732,8319,55,91,702126,21305,154548,13294,724899,21187,22773,3814,340861,14943,317415,15277,407484,14393,724899,21187,242142,6467,50600,2811,191542,6034,724899,21187
New York,36,08,39912,2124,261574,6425,298933,6081,37359,2793,42898,3175,48765,3133,59681,3999,109685,5565,95452,4343,99098,5075,42005,4112,44113,3709,37993,2541,90622,5594,715905,20071,45593,3454,556350,15454,20296,2481,392346,10884,323559,11604,715905,20071,51192,3740,35415,3631,76608,5230,49585,3523,148067,7465,37787,3597,26.5,1.1,81.3,0.9,476963,13089,78309,4372,2543,1051,32129,4657,400549,12135,1432,2214,700564,19485,51628,7397,715905,20071,15341,3690,212283,11980,129696,10741,586209,15460,715905,20071,261574,6425,84564,3731,177010,5519,715905,20071
New York,36,09,44029,2391,270311,5342,293969,6240,23658,2756,48224,4491,45711,3239,55694,4317,118695,5452,99633,4981,100379,5509,45702,3457,46462,3302,40062,2696,86300,4000,739328,19294,52466,3458,564752,13322,13338,1587,400727,10730,338601,10370,739328,19294,48355,4306,33218,2875,94491,5702,61361,3457,137269,6410,35533,3143,31.7,1.1,82.9,1.1,491531,10968,81304,5123,993,494,49098,6169,389516,12270,47,81,726529,19426,45516,8100,739328,19294,12799,2468,241359,9530,87723,8811,651605,16321,739328,19294,270311,5342,76968,3228,193343,5125,739328,19294
New York,36,10,70270,3101,302762,7730,348383,7760,45621,5652,32203,3057,35716,3444,50520,5325,152383,8393,99930,6204,79229,4838,39486,4205,41999,3579,42412,4159,92430,5453,716172,19136,49864,3897,575874,13856,15623,2160,362907,11023,353265,10887,716172,19136,30635,2814,17435,2490,147064,8050,143774,8107,82727,5444,36694,4116,57.2,1.5,86.8,1,508383,11985,50054,4648,884,511,116741,7948,26380,4077,0,192,697601,18811,33343,9161,716172,19136,18571,3640,520253,18395,92852,10810,623320,17199,716172,19136,302762,7730,83653,4263,219109,7072,716172,19136
New York,36,11,62045,2350,256117,3997,278895,3763,22778,2328,45810,3141,46947,2100,49371,2055,98071,3850,99974,3231,106312,3373,43400,3136,50489,3108,41628,3055,102248,3330,724434,12218,40184,1701,564555,9641,27735,2192,373994,6815,350440,6786,724434,12218,40129,3461,31739,3189,92848,4970,58318,4019,157447,7593,36004,3912,30.3,1.2,84.7,1.1,498722,8386,82237,5028,613,457,92616,7278,59587,3284,0,192,713175,11916,29406,5399,724434,12218,11259,3017,530953,9100,116599,5722,607835,10716,724434,12218,256117,3997,148192,4002,107925,4186,724434,12218
New York,36,12,82360,3189,359499,7083,425426,6807,65927,7075,19483,2647,25681,3898,57614,4583,183308,9356,109230,6013,83773,5301,22370,3047,39895,4573,37014,3624,100581,4950,708096,18340,29147,2904,625755,15102,21250,2500,376166,11306,331930,11639,708096,18340,21798,3101,16963,2234,209214,9112,170431,8789,56673,5178,21067,3146,68.6,1.2,92.3,0.8,553801,13026,57655,4294,2248,1315,81947,6134,34384,4760,192,220,690730,17954,34944,5926,708096,18340,17366,3558,537015,14632,98223,9110,609873,15196,708096,18340,359499,7083,96174,4453,263325,7077,708096,18340
New York,36,13,34360,1590,264008,6458,290482,6645,26474,2425,45275,3597,47955,2910,70431,3382,132088,7971,98709,4504,104257,4553,35601,3685,43965,3352,32704,2804,80489,4275,738943,18848,47469,3844,583369,13946,16243,2308,387837,10953,351106,11206,738943,18848,58441,5613,28912,3700,80505,6794,52721,4302,119565,7826,72021,5699,27.1,1.4,73.5,1.5,492212,13326,80047,5940,2754,1273,34976,5735,229270,9659,716,927,693895,18682,244173,15147,738943,18848,45048,6191,182006,13158,387962,14774,350981,11306,738943,18848,264008,6458,25516,2154,238492,6336,738943,18848
New York,36,14,46990,1461,241926,4950,264850,5530,22924,2924,35999,3635,39565,3539,56498,4397,130871,6710,112383,5713,95876,4825,42452,3717,37416,3567,35622,3273,81748,5145,712053,21858,43623,3578,564763,16650,15756,2025,349236,11152,362817,13506,712053,21858,52632,5300,35683,4153,79500,5651,42056,3957,137247,7608,72111,6926,24.6,1.3,74.7,1.5,493916,13315,74687,4872,1181,717,117246,9549,80938,7866,0,192,689075,21907,158262,11154,712053,21858,22978,4406,331448,15873,334216,16321,377837,14300,712053,21858,241926,4950,68718,3422,173208,5172,712053,21858
New York,36,15,23894,940,233954,4519,255487,4248,21533,2651,56515,3050,63708,3789,65966,2977,108287,5002,93167,4070,93047,4750,59433,3798,36022,2959,30032,2881,62515,3128,731101,15400,62409,3278,515755,11323,12474,2114,390340,8884,340761,9236,731101,15400,77084,4305,27616,2856,31684,3143,12655,1989,117790,5617,90365,5706,10.5,0.8,60.4,1.4,423070,9647,65876,4481,5187,1319,10383,2467,250722,11110,745,605,706039,15355,315347,13200,731101,15400,25062,4652,123655,9586,483198,11809,247903,10422,731101,15400,233954,4519,20682,2336,213272,4790,731101,15400
New York,36,16,59849,2713,266067,4426,291276,4943,25209,3131,44688,2979,49580,3357,45013,3108,92593,4464,96931,3987,107458,4351,46628,3190,45199,3243,41689,3575,104807,4896,721008,11139,46422,3042,552977,8603,25758,2230,383482,7009,337526,7207,721008,11139,37868,3709,32968,3120,96053,4948,86817,4497,119656,5737,33734,2943,37.4,0.9,85.3,0.9,488677,7428,81581,4283,1659,724,33942,3848,233670,10263,0,192,696469,11390,79212,9100,721008,11139,24539,5152,347986,10517,168753,10644,552255,13010,721008,11139,266067,4426,129074,4066,136993,5099,721008,11139
New York,36,17,84664,2744,240270,3854,255921,3742,15651,2329,52908,2561,52955,1839,42807,2059,81017,3371,96666,2950,109822,2494,47671,2896,48149,2953,41121,2633,104194,3148,724191,5877,46881,1817,543836,5092,27567,2446,369582,4472,354609,3994,724191,5877,27631,3163,30946,2973,110576,5001,101153,3920,108003,5627,34219,4144,44,1.2,87.1,1,480969,4805,68441,4326,1716,707,43881,3037,77943,5706,0,192,704921,6806,72085,7286,724191,5877,19270,4096,509296,9146,149637,7754,574554,8245,724191,5877,240270,3854,163283,4183,76987,3461,724191,5877
New York,36,18,71399,1661,249532,3507,272181,2573,22649,3082,56925,2980,57312,2366,49350,2056,73614,2091,99661,3147,118821,2752,49940,3758,46607,2642,41166,2899,91475,2648,726712,6573,41841,1453,538914,4485,42182,2769,366408,4510,360304,3779,726712,6573,32234,3371,37879,2741,92356,4343,66643,3749,129467,6402,21385,2354,33.7,1.1,88.6,0.8,471344,4084,91380,4489,1891,1159,23184,2088,65367,3353,14,27,702966,7423,51607,6394,726712,6573,23746,3764,560903,8362,110388,4517,616324,5981,726712,6573,249532,3507,175278,3522,74254,4031,726712,6573
New York,36,19,53769,1745,271176,4494,361436,3059,90260,3727,40933,2357,53265,2341,48812,2228,70104,2569,84043,2367,119313,2496,38088,2366,56989,2640,51896,2544,113576,2258,710597,5689,33578,1624,568934,4360,54660,2694,352815,3634,357782,3679,710597,5689,43670,3419,53147,3992,69943,3987,56740,3632,164106,5598,16876,1782,25.5,1,87.8,0.8,495921,4120,91439,4386,1148,540,10486,1898,30088,2033,11,22,694050,6275,15043,2812,710597,5689,16547,2665,637274,6471,47832,2280,662765,5796,710597,5689,271176,4494,195615,3528,75561,3501,710597,5689
New York,36,20,56811,1562,286788,4377,324676,2385,37888,3734,44394,2803,55756,2214,57844,2038,92941,3011,89563,2312,105364,2454,40364,2599,51035,2566,42239,2569,103365,2058,720133,6552,37268,1845,567944,4676,49320,2822,370022,3856,350111,4148,720133,6552,27004,2818,54598,3569,94630,4875,78492,4088,133191,5309,12216,1535,35.7,1.3,91.9,0.6,484507,4344,84376,4633,1516,621,25891,1487,65061,3705,117,155,695573,6834,10663,3109,720133,6552,24560,3036,592325,6820,39955,1143,680178,6298,720133,6552,286788,4377,177071,3414,109717,4329,720133,6552
New York,36,21,48759,1316,281184,4138,367986,2394,86802,4102,42064,2641,50311,1768,53767,1829,86285,1976,90427,2213,111830,2055,43299,2537,50781,2203,43519,2107,104436,1848,717663,4995,40944,1205,551899,3834,59480,2644,350572,3381,367091,2978,717663,4995,40770,2562,52755,3052,60291,3578,45482,2540,180230,4807,17165,1729,21.7,1,88.1,0.7,487278,3410,90585,4029,5481,902,5961,877,21797,1363,393,300,704971,5350,7140,1612,717663,4995,12692,1473,664199,5105,22057,1128,695606,4923,717663,4995,281184,4138,198970,3872,82214,3061,717663,4995
New York,36,22,45578,1423,279381,4009,323834,2171,44453,3466,42469,2339,56896,1752,53413,1911,82153,2185,83659,1732,111204,1683,43078,2084,49127,2214,45603,2194,114490,1499,720201,4679,38109,941,566870,3249,58327,2886,363764,2958,356437,2752,720201,4679,38267,3083,57420,3239,64930,3979,50963,3000,167084,5389,19013,2296,23.8,1,88.2,0.7,486236,3089,88559,4194,3250,909,16625,747,24815,1824,10,21,704327,5250,5023,1183,720201,4679,15874,2012,654604,5104,23100,255,697101,4614,720201,4679,279381,4009,192392,3539,86989,3362,720201,4679
New York,36,23,44518,1264,289041,3654,340908,2248,51867,3004,42990,1989,59344,2210,60581,2540,82246,2121,81356,1403,107642,1914,39932,1944,48044,2182,48923,1997,109826,1299,717909,3089,37025,946,569272,2617,59303,2473,360552,1953,357357,2211,717909,3089,40575,2779,56760,2959,55108,3044,56124,3869,169717,5122,14424,1775,23.3,1,88.5,0.7,478037,2963,85329,4333,5306,701,15781,926,20917,1848,38,54,705999,3708,6548,1545,717909,3089,11910,1901,657409,3441,24026,884,693883,3108,717909,3089,289041,3654,195297,3517,93744,3352,717909,3089
